language,file,channel,termid,term,ref_bt,ref_et,sys_bt,sys_et,sys_score,sys_decision,alignment
swahili,BABEL_OP2_202_16249_20131202_232723_outLine,1,KW202-00010,utoke,301.49,301.8000,,,,,MISS
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00010,utoke,,,232.65,232.91,0.21183,YES,FA
swahili,BABEL_OP2_202_25242_20131203_015232_outLine,1,KW202-00010,utoke,,,88.28,88.88,0.02173,YES,FA
swahili,BABEL_OP2_202_52265_20140123_235252_inLine,1,KW202-00010,utoke,,,487.6,487.9,0.06194,YES,FA
swahili,BABEL_OP2_202_84177_20131208_021104_outLine,1,KW202-00010,utoke,,,493.58,494.04,0.02058,YES,FA
swahili,BABEL_OP2_202_68384_20131031_003533_outLine,1,KW202-00011,kupanga,451.73,452.4800,451.75,452.47,1.00000,YES,CORR
swahili,BABEL_OP2_202_15420_20140210_010333_inLine,1,KW202-00012,naendelea kungoja,167.89,168.9700,167.9,169.25,1.00000,YES,CORR
swahili,BABEL_OP2_202_15420_20140210_010333_inLine,1,KW202-00012,naendelea kungoja,169.82,170.6500,,,,,MISS
swahili,BABEL_OP2_202_39893_20140115_023429_inLine,1,KW202-00013,akimea pembe,153.17,153.9600,,,,,MISS
swahili,BABEL_OP2_202_73301_20140226_185528_outLine,1,KW202-00014,uchukue fimbo,437.06,437.9600,437.07,438.03,1.00000,YES,CORR
swahili,BABEL_OP2_202_63084_20130801_015957_inLine,1,KW202-00015,eliza,273.13,273.4200,,,,,MISS
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00015,eliza,,,590.95,591.53,0.19563,YES,FA
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00015,eliza,,,591.53,592.21,0.19689,YES,FA
swahili,BABEL_OP2_202_73819_20130911_163458_inLine,1,KW202-00015,eliza,,,326.37,326.77,0.01299,YES,FA
swahili,BABEL_OP2_202_88661_20130801_192922_outLine,1,KW202-00016,tuongezee,314.95,315.6000,314.95,315.85,0.23599,YES,CORR
swahili,BABEL_OP2_202_66177_20140201_213827_inLine,1,KW202-00016,tuongezee,,,507.86,508.52,0.05576,YES,FA
swahili,BABEL_OP2_202_45459_20131012_022245_outLine,1,KW202-00018,not show up,159.76,160.2100,,,,,MISS
swahili,BABEL_OP2_202_46169_20131128_184600_outLine,1,KW202-00019,x wanasemaje,33.26,34.2200,,,,,MISS
swahili,BABEL_OP2_202_75993_20140115_210258_inLine,1,KW202-00020,shosho,517.09,517.4900,517.1,517.52,0.27382,YES,CORR
swahili,BABEL_OP2_202_69964_20131012_170534_inLine,1,KW202-00020,shosho,26.23,26.7400,26.25,26.73,0.12215,YES,CORR
swahili,BABEL_OP2_202_66822_20130219_225918_outLine,1,KW202-00020,shosho,,,12.97,13.37,0.01618,YES,FA
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00021,aliteremka,74.69,75.5100,,,,,MISS
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00021,aliteremka,75.51,76.5800,,,,,MISS
swahili,BABEL_OP2_202_73258_20130215_190454_outLine,1,KW202-00022,rachael,316.55,317.1100,,,,,MISS
swahili,BABEL_OP2_202_59091_20140130_225624_outLine,1,KW202-00022,rachael,,,419.86,420.31,1.00000,YES,FA
swahili,BABEL_OP2_202_12635_20131101_212012_outLine,1,KW202-00023,inaniambia,22.13,22.6000,22.13,22.59,0.52733,YES,CORR
swahili,BABEL_OP2_202_12635_20131101_212012_outLine,1,KW202-00023,inaniambia,,,29.35,30.19,0.07498,YES,FA
swahili,BABEL_OP2_202_29633_20131009_175514_outLine,1,KW202-00024,ulimcall akashika,290.96,292.2100,,,,,MISS
swahili,BABEL_OP2_202_17115_20140218_210921_outLine,1,KW202-00026,umeona,444.65,445.2100,444.67,445.21,0.02784,YES,CORR
swahili,BABEL_OP2_202_73258_20130215_190454_outLine,1,KW202-00026,umeona,43.48,43.7600,,,,,MISS
swahili,BABEL_OP2_202_73258_20130215_190454_outLine,1,KW202-00026,umeona,,,388.34,388.74,0.02223,YES,FA
swahili,BABEL_OP2_202_73258_20130215_190454_outLine,1,KW202-00026,umeona,,,387.38,388.34,0.02848,YES,FA
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00026,umeona,241.26,241.4700,,,,,MISS
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00026,umeona,,,272.04,272.42,0.01324,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_inLine,1,KW202-00026,umeona,38.24,38.5900,,,,,MISS
swahili,BABEL_OP2_202_32287_20131207_203757_outLine,1,KW202-00026,umeona,,,270.43,270.75,0.00435,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00026,umeona,,,557.62,557.92,0.00573,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00026,umeona,,,557.93,558.65,0.00294,YES,FA
swahili,BABEL_OP2_202_25242_20131203_015232_outLine,1,KW202-00026,umeona,,,106.49,107.33,0.01913,YES,FA
swahili,BABEL_OP2_202_68384_20131031_003533_inLine,1,KW202-00026,umeona,,,209.8,210.1,0.00436,YES,FA
swahili,BABEL_OP2_202_45459_20131012_022245_inLine,1,KW202-00027,henry unakuwanga,442.11,442.7700,,,,,MISS
swahili,BABEL_OP2_202_52265_20140123_235252_inLine,1,KW202-00028,tusaidiwe,268.51,269.7400,,,,,MISS
swahili,BABEL_OP2_202_69964_20131012_170534_inLine,1,KW202-00029,tumboga,559.67,560.4500,,,,,MISS
swahili,BABEL_OP2_202_25242_20131203_015232_inLine,1,KW202-00029,tumboga,,,173.59,174.07,1.00000,YES,FA
swahili,BABEL_OP2_202_27478_20140209_224101_outLine,1,KW202-00030,atamtendea,138.31,139.1800,,,,,MISS
swahili,BABEL_OP2_202_18766_20140218_222017_outLine,1,KW202-00031,tabia,362.37,362.6600,,,,,MISS
swahili,BABEL_OP2_202_59091_20140130_225624_outLine,1,KW202-00031,tabia,217.71,217.9900,217.68,218.01,0.00218,YES,CORR
swahili,BABEL_OP2_202_59091_20140130_225624_outLine,1,KW202-00031,tabia,213.72,214.0800,,,,,MISS
swahili,BABEL_OP2_202_68384_20131031_003533_outLine,1,KW202-00031,tabia,103.72,104.0300,103.73,104.06,0.00456,YES,CORR
swahili,BABEL_OP2_202_68384_20131031_003533_outLine,1,KW202-00031,tabia,562.97,563.4200,562.99,563.41,0.00451,YES,CORR
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00031,tabia,362.14,362.3900,,,,,MISS
swahili,BABEL_OP2_202_75993_20140115_210258_inLine,1,KW202-00031,tabia,555.53,556.0300,555.54,556.05,0.00454,YES,CORR
swahili,BABEL_OP2_202_59091_20140130_225624_inLine,1,KW202-00031,tabia,215.57,215.8500,,,,,MISS
swahili,BABEL_OP2_202_25242_20131203_015232_inLine,1,KW202-00031,tabia,561.57,561.9900,561.57,562.02,0.00454,YES,CORR
swahili,BABEL_OP2_202_68384_20131031_003533_inLine,1,KW202-00031,tabia,108.17,108.7100,108.18,108.72,0.00449,YES,CORR
swahili,BABEL_OP2_202_68384_20131031_003533_inLine,1,KW202-00031,tabia,121.64,121.9300,,,,,MISS
swahili,BABEL_OP2_202_15420_20140210_010333_outLine,1,KW202-00031,tabia,,,426.07,426.43,0.00008,YES,FA
swahili,BABEL_OP2_202_47405_20131215_233528_inLine,1,KW202-00032,sitarudi,123.17,123.6100,,,,,MISS
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00033,amenipigia,175.05,175.6400,175.05,175.69,0.03383,YES,CORR
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00033,amenipigia,310.86,311.4500,310.86,311.46,0.04176,YES,CORR
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00033,amenipigia,310.15,310.8600,310.15,310.85,0.04018,YES,CORR
swahili,BABEL_OP2_202_63787_20130108_202518_outLine,1,KW202-00033,amenipigia,290.80,291.3900,290.84,291.42,0.00257,YES,CORR
swahili,BABEL_OP2_202_63787_20130108_202518_outLine,1,KW202-00033,amenipigia,324.10,324.7600,324.25,324.79,0.03035,YES,CORR
swahili,BABEL_OP2_202_63787_20130108_202518_outLine,1,KW202-00033,amenipigia,277.34,278.6400,,,,,MISS
swahili,BABEL_OP2_202_63787_20130108_202518_outLine,1,KW202-00033,amenipigia,,,323.44,324.26,0.00578,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_inLine,1,KW202-00033,amenipigia,,,210.8,211.4,0.01218,YES,FA
swahili,BABEL_OP2_202_46169_20131128_183232_inLine,1,KW202-00034,ilipita,100.51,101.1100,,,,,MISS
swahili,BABEL_OP2_202_77990_20131007_063102_inLine,1,KW202-00035,pack hawakukupea,17.02,17.8300,,,,,MISS
swahili,BABEL_OP2_202_63787_20130108_202518_inLine,1,KW202-00036,aunty,149.93,150.1400,149.96,150.2,0.56690,YES,CORR
swahili,BABEL_OP2_202_66177_20140201_213827_outLine,1,KW202-00036,aunty,175.04,175.3500,,,,,MISS
swahili,BABEL_OP2_202_66177_20140201_213827_outLine,1,KW202-00036,aunty,,,238.94,239.38,0.06105,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00036,aunty,242.13,242.3500,,,,,MISS
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00036,aunty,304.77,305.0500,,,,,MISS
swahili,BABEL_OP2_202_38588_20130228_211322_inLine,1,KW202-00036,aunty,199.73,200.2900,,,,,MISS
swahili,BABEL_OP2_202_29663_20131208_035816_outLine,1,KW202-00036,aunty,74.64,75.1300,,,,,MISS
swahili,BABEL_OP2_202_29663_20131208_035816_outLine,1,KW202-00036,aunty,69.33,69.8200,,,,,MISS
swahili,BABEL_OP2_202_47405_20131215_233528_outLine,1,KW202-00036,aunty,202.96,203.4500,,,,,MISS
swahili,BABEL_OP2_202_47405_20131215_233528_outLine,1,KW202-00036,aunty,205.08,205.3100,,,,,MISS
swahili,BABEL_OP2_202_47405_20131215_233528_outLine,1,KW202-00036,aunty,208.17,208.5000,,,,,MISS
swahili,BABEL_OP2_202_54046_20140121_184347_inLine,1,KW202-00036,aunty,250.66,250.9300,,,,,MISS
swahili,BABEL_OP2_202_45459_20131012_022245_inLine,1,KW202-00037,mnapata,423.25,423.8000,,,,,MISS
swahili,BABEL_OP2_202_90080_20140319_222809_inLine,1,KW202-00038,umefikisha,535.11,535.7100,,,,,MISS
swahili,BABEL_OP2_202_82637_20121227_193227_inLine,1,KW202-00038,umefikisha,,,193.0,193.68,1.00000,YES,FA
swahili,BABEL_OP2_202_61440_20140128_015556_outLine,1,KW202-00039,naivasha,29.33,30.1000,,,,,MISS
swahili,BABEL_OP2_202_63084_20130801_015957_outLine,1,KW202-00040,eager kukam,236.41,237.0600,,,,,MISS
swahili,BABEL_OP2_202_45459_20131012_022245_inLine,1,KW202-00041,haukula,220.47,220.7900,,,,,MISS
swahili,BABEL_OP2_202_63604_20121231_193706_outLine,1,KW202-00042,pastor,116.33,116.9000,,,,,MISS
swahili,BABEL_OP2_202_77990_20131007_063102_outLine,1,KW202-00042,pastor,,,233.9,234.56,0.17889,YES,FA
swahili,BABEL_OP2_202_77990_20131007_063102_outLine,1,KW202-00042,pastor,,,238.12,238.54,0.33299,YES,FA
swahili,BABEL_OP2_202_39893_20140115_023429_inLine,1,KW202-00043,kunigonga,443.93,444.3300,,,,,MISS
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00044,hataki kusikia,179.10,179.7400,179.13,179.72,1.00000,YES,CORR
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00044,hataki kusikia,178.07,178.5700,,,,,MISS
swahili,BABEL_OP2_202_73819_20130911_163458_inLine,1,KW202-00045,eunice,285.96,286.5100,,,,,MISS
swahili,BABEL_OP2_202_63484_20140128_234153_outLine,1,KW202-00046,ulipe rent,359.52,360.6400,,,,,MISS
swahili,BABEL_OP2_202_27478_20140209_224101_inLine,1,KW202-00047,rohoni,563.43,563.7600,,,,,MISS
swahili,BABEL_OP2_202_27478_20140209_224101_outLine,1,KW202-00047,rohoni,,,597.05,597.47,1.00000,YES,FA
swahili,BABEL_OP2_202_14814_20140205_210842_inLine,1,KW202-00048,kosa kuleta faida,442.39,443.8900,,,,,MISS
swahili,BABEL_OP2_202_66177_20140201_213827_outLine,1,KW202-00049,tutaonana jioni,477.07,478.4800,477.22,478.5,1.00000,YES,CORR
swahili,BABEL_OP2_202_46681_20130109_191412_outLine,1,KW202-00050,wakenya,509.46,510.0800,,,,,MISS
swahili,BABEL_OP2_202_44309_20140220_184116_outLine,1,KW202-00050,wakenya,417.51,418.0100,417.62,418.02,1.00000,YES,CORR
swahili,BABEL_OP2_202_24239_20140206_191516_outLine,1,KW202-00051,muda mrefu,535.14,535.7800,535.16,535.79,0.01658,YES,CORR
swahili,BABEL_OP2_202_17115_20140218_210921_inLine,1,KW202-00051,muda mrefu,39.34,39.9900,39.38,39.98,0.00626,YES,CORR
swahili,BABEL_OP2_202_24239_20140206_191516_inLine,1,KW202-00051,muda mrefu,538.13,538.9000,,,,,MISS
swahili,BABEL_OP2_202_69964_20131012_170534_inLine,1,KW202-00052,kukumbusha,429.92,430.7500,,,,,MISS
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00052,kukumbusha,,,346.78,347.3,1.00000,YES,FA
swahili,BABEL_OP2_202_63484_20140128_234153_outLine,1,KW202-00053,nitarudi,336.43,336.8300,,,,,MISS
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00053,nitarudi,291.15,291.8000,291.35,291.83,0.06565,YES,CORR
swahili,BABEL_OP2_202_48844_20130108_190416_inLine,1,KW202-00053,nitarudi,,,290.83,291.35,0.03561,YES,FA
swahili,BABEL_OP2_202_24239_20140206_191516_inLine,1,KW202-00053,nitarudi,456.59,457.0800,456.56,457.12,0.00424,YES,CORR
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00053,nitarudi,,,352.53,353.45,0.00961,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00053,nitarudi,,,363.29,363.77,0.00937,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00053,nitarudi,,,364.24,364.8,0.00755,YES,FA
swahili,BABEL_OP2_202_46169_20131128_183232_inLine,1,KW202-00053,nitarudi,,,93.99,94.35,0.04337,YES,FA
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00054,gor umewaona,271.83,272.3900,,,,,MISS
swahili,BABEL_OP2_202_73258_20130215_190454_outLine,1,KW202-00055,ngai woiye ngai,51.36,53.5300,,,,,MISS
swahili,BABEL_OP2_202_17115_20140218_210921_outLine,1,KW202-00056,in fact,184.68,185.1500,184.69,185.16,1.00000,YES,CORR
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00056,in fact,171.23,171.6500,,,,,MISS
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00057,mbili hivi,379.58,380.4000,,,,,MISS
swahili,BABEL_OP2_202_63084_20130801_015957_inLine,1,KW202-00057,mbili hivi,172.25,172.8900,,,,,MISS
swahili,BABEL_OP2_202_63787_20130108_203416_inLine,1,KW202-00057,mbili hivi,47.56,48.1000,47.58,48.1,0.02575,YES,CORR
swahili,BABEL_OP2_202_63787_20130108_203416_inLine,1,KW202-00057,mbili hivi,31.75,32.5300,31.77,32.54,0.11567,YES,CORR
swahili,BABEL_OP2_202_25085_20140219_185114_inLine,1,KW202-00058,mke wangu,55.73,56.3500,55.75,56.4,1.00000,YES,CORR
swahili,BABEL_OP2_202_46681_20130109_191412_inLine,1,KW202-00058,mke wangu,483.14,483.5900,,,,,MISS
swahili,BABEL_OP2_202_29633_20131009_175514_inLine,1,KW202-00059,kakakaa kakakaa,405.65,406.8000,405.65,406.81,1.00000,YES,CORR
swahili,BABEL_OP2_202_73819_20130911_163458_inLine,1,KW202-00060,unanona,428.58,429.2600,,,,,MISS
swahili,BABEL_OP2_202_55106_20131215_030617_outLine,1,KW202-00061,nishamaliza,252.82,253.7600,,,,,MISS
swahili,BABEL_OP2_202_84177_20131208_021104_outLine,1,KW202-00062,robert,510.71,511.2700,,,,,MISS
swahili,BABEL_OP2_202_25085_20140219_185114_outLine,1,KW202-00063,station,308.14,308.4900,,,,,MISS
swahili,BABEL_OP2_202_25085_20140219_185114_outLine,1,KW202-00063,station,278.37,278.8100,,,,,MISS
swahili,BABEL_OP2_202_25085_20140219_185114_outLine,1,KW202-00063,station,303.92,304.2300,,,,,MISS
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00064,anaota,161.32,161.7900,,,,,MISS
swahili,BABEL_OP2_202_46681_20130109_191412_outLine,1,KW202-00065,tulete fujo,350.05,350.9700,,,,,MISS
swahili,BABEL_OP2_202_15420_20140210_010333_inLine,1,KW202-00066,bahati,554.91,555.2900,,,,,MISS
swahili,BABEL_OP2_202_15420_20140210_010333_inLine,1,KW202-00066,bahati,557.90,558.2200,,,,,MISS
swahili,BABEL_OP2_202_59091_20140130_225624_outLine,1,KW202-00066,bahati,289.08,289.5500,289.1,289.55,0.17968,YES,CORR
swahili,BABEL_OP2_202_59091_20140130_225624_outLine,1,KW202-00066,bahati,287.71,288.2900,287.71,288.54,0.47784,YES,CORR
swahili,BABEL_OP2_202_66177_20140201_213827_outLine,1,KW202-00066,bahati,316.38,317.0500,,,,,MISS
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00066,bahati,162.18,162.4800,,,,,MISS
swahili,BABEL_OP2_202_59091_20140130_225624_inLine,1,KW202-00066,bahati,264.98,265.4300,,,,,MISS
swahili,BABEL_OP2_202_15420_20140210_010333_outLine,1,KW202-00066,bahati,569.46,569.7600,,,,,MISS
swahili,BABEL_OP2_202_60650_20131126_234235_outLine,1,KW202-00066,bahati,,,358.68,359.18,0.34247,YES,FA
swahili,BABEL_OP2_202_27478_20140209_224101_outLine,1,KW202-00067,kumsaidia,316.85,318.5100,316.84,319.06,1.00000,YES,CORR
swahili,BABEL_OP2_202_47405_20131215_233528_outLine,1,KW202-00068,papa jay live,410.80,411.6300,,,,,MISS
swahili,BABEL_OP2_202_54046_20140121_184347_inLine,1,KW202-00070,nijipange,474.68,475.4100,,,,,MISS
swahili,BABEL_OP2_202_98311_20130109_195922_outLine,1,KW202-00070,nijipange,,,47.45,48.29,1.00000,YES,FA
swahili,BABEL_OP2_202_68384_20131031_003533_inLine,1,KW202-00071,wanapeana,474.40,474.9500,,,,,MISS
swahili,BABEL_OP2_202_39893_20140115_023429_outLine,1,KW202-00071,wanapeana,,,581.47,581.99,1.00000,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00072,ametulia,316.11,316.5300,316.11,316.55,1.00000,YES,CORR
swahili,BABEL_OP2_202_75993_20140115_210258_inLine,1,KW202-00073,anazaa,339.85,340.2400,,,,,MISS
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00074,kabla uanze,343.56,344.2400,343.6,344.28,1.00000,YES,CORR
swahili,BABEL_OP2_202_72040_20131002_213605_outLine,1,KW202-00075,ina shida,193.32,193.9600,193.35,193.95,0.32539,YES,CORR
swahili,BABEL_OP2_202_72040_20131002_213605_inLine,1,KW202-00075,ina shida,286.76,287.1500,,,,,MISS
swahili,BABEL_OP2_202_44309_20140220_184116_outLine,1,KW202-00075,ina shida,,,551.76,552.18,0.07356,YES,FA
swahili,BABEL_OP2_202_46681_20130109_191412_inLine,1,KW202-00075,ina shida,,,206.81,207.24,0.02000,YES,FA
swahili,BABEL_OP2_202_75993_20140115_210258_outLine,1,KW202-00076,kibarua,229.03,229.4700,229.03,229.49,0.36428,YES,CORR
swahili,BABEL_OP2_202_84177_20131208_021104_outLine,1,KW202-00076,kibarua,,,533.69,534.29,0.15717,YES,FA
swahili,BABEL_OP2_202_77990_20131007_063102_inLine,1,KW202-00077,namba yako,244.55,245.2900,244.58,245.31,0.00330,YES,CORR
swahili,BABEL_OP2_202_34197_20121228_201800_outLine,1,KW202-00077,namba yako,63.59,64.1900,63.61,64.22,0.00431,YES,CORR
swahili,BABEL_OP2_202_88260_20130227_194941_outLine,1,KW202-00077,namba yako,,,78.4,79.07,0.00188,YES,FA
swahili,BABEL_OP2_202_88260_20130227_194941_outLine,1,KW202-00077,namba yako,,,306.44,307.07,0.00657,YES,FA
swahili,BABEL_OP2_202_44309_20140220_184116_inLine,1,KW202-00078,bei nafuu,27.01,28.0600,27.05,28.14,1.00000,YES,CORR
swahili,BABEL_OP2_202_39893_20140115_023429_inLine,1,KW202-00079,nikupatie namba,543.60,544.3200,,,,,MISS
swahili,BABEL_OP2_202_34197_20121228_201800_outLine,1,KW202-00079,nikupatie namba,63.11,63.9000,63.13,63.91,1.00000,YES,CORR
swahili,BABEL_OP2_202_63787_20130108_202518_inLine,1,KW202-00080,unamjua,132.71,133.2100,132.71,133.19,1.00000,YES,CORR
swahili,BABEL_OP2_202_33273_20130219_224915_inLine,1,KW202-00081,usiweke sheng,437.38,437.9900,,,,,MISS
swahili,BABEL_OP2_202_44309_20140220_184116_outLine,1,KW202-00082,suluhisho,529.95,530.2300,529.94,530.34,1.00000,YES,CORR
swahili,BABEL_OP2_202_18766_20140218_222017_outLine,1,KW202-00083,wenga fans,352.86,354.0200,,,,,MISS
swahili,BABEL_OP2_202_82637_20121227_193227_outLine,1,KW202-00084,ungetumia,187.74,188.2000,,,,,MISS
swahili,BABEL_OP2_202_55902_20140121_230205_outLine,1,KW202-00085,umepata,378.93,379.4800,378.98,379.52,0.03237,YES,CORR
swahili,BABEL_OP2_202_55106_20131215_030617_outLine,1,KW202-00085,umepata,310.20,310.6700,,,,,MISS
swahili,BABEL_OP2_202_14814_20140205_210842_inLine,1,KW202-00085,umepata,399.20,399.7000,399.16,400.28,0.01418,YES,CORR
